date,feels_like,heat_index,hour,precipitation,sunrise,sunset,temperature,weather_description
2018-04-01,62,62,0,0.0,07:20 AM,07:50 PM,62,Cloudy
2018-04-01,62,62,100,0.0,07:20 AM,07:50 PM,62,Cloudy
2018-04-01,61,62,200,0.0,07:20 AM,07:50 PM,62,Patchy rain possible
2018-04-01,61,61,300,0.0,07:20 AM,07:50 PM,61,Patchy rain possible
2018-04-01,61,61,400,0.0,07:20 AM,07:50 PM,61,Patchy rain possible
2018-04-01,61,61,500,0.0,07:20 AM,07:50 PM,61,Cloudy
2018-04-01,61,62,600,0.0,07:20 AM,07:50 PM,61,Cloudy
2018-04-01,63,64,700,0.0,07:20 AM,07:50 PM,63,Cloudy
2018-04-01,64,66,800,0.1,07:20 AM,07:50 PM,65,Patchy rain possible
2018-04-01,66,67,900,0.1,07:20 AM,07:50 PM,67,Patchy rain possible
2018-04-01,69,71,1000,0.1,07:20 AM,07:50 PM,69,Patchy rain possible
2018-04-01,74,74,1100,0.0,07:20 AM,07:50 PM,72,Cloudy
2018-04-01,78,78,1200,0.0,07:20 AM,07:50 PM,75,Cloudy
2018-04-01,78,78,1300,0.0,07:20 AM,07:50 PM,75,Cloudy
2018-04-01,79,79,1400,0.0,07:20 AM,07:50 PM,76,Patchy rain possible
2018-04-01,79,79,1500,0.1,07:20 AM,07:50 PM,76,Patchy rain possible
2018-04-01,78,78,1600,0.0,07:20 AM,07:50 PM,75,Patchy rain possible
2018-04-01,76,76,1700,0.0,07:20 AM,07:50 PM,74,Patchy rain possible
2018-04-01,75,75,1800,0.0,07:20 AM,07:50 PM,72,Patchy rain possible
2018-04-01,70,72,1900,0.0,07:20 AM,07:50 PM,70,Patchy rain possible
2018-04-01,68,69,2000,0.4,07:20 AM,07:50 PM,68,Heavy rain at times
2018-04-01,65,67,2100,0.5,07:20 AM,07:50 PM,65,Heavy rain at times
2018-04-01,64,66,2200,0.3,07:20 AM,07:50 PM,65,Heavy rain at times
2018-04-01,64,65,2300,0.0,07:20 AM,07:50 PM,64,Cloudy
2018-04-02,63,64,0,0.0,07:19 AM,07:51 PM,63,Cloudy
2018-04-02,63,63,100,0.0,07:19 AM,07:51 PM,63,Cloudy
2018-04-02,63,63,200,0.1,07:19 AM,07:51 PM,63,Patchy rain possible
2018-04-02,63,63,300,0.1,07:19 AM,07:51 PM,63,Patchy rain possible
2018-04-02,63,63,400,0.0,07:19 AM,07:51 PM,63,Patchy rain possible
2018-04-02,63,63,500,0.0,07:19 AM,07:51 PM,63,Overcast
2018-04-02,63,63,600,0.0,07:19 AM,07:51 PM,63,Overcast
2018-04-02,64,65,700,0.0,07:19 AM,07:51 PM,64,Overcast
2018-04-02,65,66,800,0.6,07:19 AM,07:51 PM,65,Moderate or heavy rain shower
2018-04-02,66,68,900,0.7,07:19 AM,07:51 PM,66,Moderate or heavy rain shower
2018-04-02,68,70,1000,0.4,07:19 AM,07:51 PM,68,Moderate or heavy rain shower
2018-04-02,70,72,1100,0.0,07:19 AM,07:51 PM,70,Cloudy
2018-04-02,74,74,1200,0.0,07:19 AM,07:51 PM,72,Cloudy
2018-04-02,75,75,1300,0.0,07:19 AM,07:51 PM,73,Cloudy
2018-04-02,77,77,1400,0.1,07:19 AM,07:51 PM,74,Patchy rain possible
2018-04-02,78,78,1500,0.1,07:19 AM,07:51 PM,75,Patchy rain possible
2018-04-02,77,77,1600,0.1,07:19 AM,07:51 PM,74,Patchy rain possible
2018-04-02,76,76,1700,0.0,07:19 AM,07:51 PM,73,Partly cloudy
2018-04-02,75,75,1800,0.0,07:19 AM,07:51 PM,72,Partly cloudy
2018-04-02,70,72,1900,0.0,07:19 AM,07:51 PM,70,Partly cloudy
2018-04-02,68,70,2000,0.2,07:19 AM,07:51 PM,67,Moderate rain at times
2018-04-02,65,67,2100,0.2,07:19 AM,07:51 PM,65,Moderate rain at times
2018-04-02,64,66,2200,0.1,07:19 AM,07:51 PM,64,Moderate rain at times
2018-04-02,63,64,2300,0.0,07:19 AM,07:51 PM,63,Partly cloudy
2018-04-03,62,63,0,0.0,07:18 AM,07:51 PM,61,Partly cloudy
2018-04-03,61,62,100,0.0,07:18 AM,07:51 PM,61,Partly cloudy
2018-04-03,60,61,200,0.2,07:18 AM,07:51 PM,60,Moderate rain at times
2018-04-03,59,60,300,0.3,07:18 AM,07:51 PM,59,Moderate rain at times
2018-04-03,59,60,400,0.1,07:18 AM,07:51 PM,59,Moderate rain at times
2018-04-03,59,60,500,0.0,07:18 AM,07:51 PM,59,Cloudy
2018-04-03,59,60,600,0.0,07:18 AM,07:51 PM,58,Cloudy
2018-04-03,61,62,700,0.0,07:18 AM,07:51 PM,61,Cloudy
2018-04-03,64,65,800,0.0,07:18 AM,07:51 PM,63,Patchy rain possible
2018-04-03,66,68,900,0.0,07:18 AM,07:51 PM,66,Patchy rain possible
2018-04-03,68,70,1000,0.0,07:18 AM,07:51 PM,68,Patchy rain possible
2018-04-03,71,73,1100,0.0,07:18 AM,07:51 PM,71,Cloudy
2018-04-03,76,76,1200,0.0,07:18 AM,07:51 PM,73,Cloudy
2018-04-03,76,76,1300,0.0,07:18 AM,07:51 PM,74,Cloudy
2018-04-03,76,76,1400,0.1,07:18 AM,07:51 PM,74,Patchy rain possible
2018-04-03,77,77,1500,0.1,07:18 AM,07:51 PM,75,Patchy rain possible
2018-04-03,75,75,1600,0.1,07:18 AM,07:51 PM,73,Patchy rain possible
2018-04-03,74,74,1700,0.0,07:18 AM,07:51 PM,72,Partly cloudy
2018-04-03,70,73,1800,0.0,07:18 AM,07:51 PM,71,Partly cloudy
2018-04-03,68,71,1900,0.0,07:18 AM,07:51 PM,69,Partly cloudy
2018-04-03,67,68,2000,0.0,07:18 AM,07:51 PM,67,Patchy rain possible
2018-04-03,65,66,2100,0.0,07:18 AM,07:51 PM,65,Patchy rain possible
2018-04-03,63,65,2200,0.0,07:18 AM,07:51 PM,64,Patchy rain possible
2018-04-03,62,64,2300,0.0,07:18 AM,07:51 PM,63,Partly cloudy
2018-04-04,61,63,0,0.0,07:17 AM,07:52 PM,62,Partly cloudy
2018-04-04,60,62,100,0.0,07:17 AM,07:52 PM,61,Partly cloudy
2018-04-04,58,60,200,0.0,07:17 AM,07:52 PM,60,Patchy rain possible
2018-04-04,57,59,300,0.0,07:17 AM,07:52 PM,59,Patchy rain possible
2018-04-04,57,59,400,0.0,07:17 AM,07:52 PM,58,Patchy rain possible
2018-04-04,56,59,500,0.0,07:17 AM,07:52 PM,58,Partly cloudy
2018-04-04,56,58,600,0.0,07:17 AM,07:52 PM,57,Partly cloudy
2018-04-04,58,60,700,0.0,07:17 AM,07:52 PM,59,Partly cloudy
2018-04-04,59,61,800,0.2,07:17 AM,07:52 PM,60,Moderate rain at times
2018-04-04,61,62,900,0.3,07:17 AM,07:52 PM,62,Moderate rain at times
2018-04-04,63,64,1000,0.1,07:17 AM,07:52 PM,64,Moderate rain at times
2018-04-04,65,67,1100,0.0,07:17 AM,07:52 PM,66,Partly cloudy
2018-04-04,68,69,1200,0.0,07:17 AM,07:52 PM,68,Partly cloudy
2018-04-04,70,71,1300,0.0,07:17 AM,07:52 PM,70,Partly cloudy
2018-04-04,71,72,1400,0.0,07:17 AM,07:52 PM,71,Patchy rain possible
2018-04-04,73,73,1500,0.0,07:17 AM,07:52 PM,73,Patchy rain possible
2018-04-04,72,72,1600,0.0,07:17 AM,07:52 PM,71,Patchy rain possible
2018-04-04,70,71,1700,0.0,07:17 AM,07:52 PM,70,Sunny
2018-04-04,69,71,1800,0.0,07:17 AM,07:52 PM,69,Sunny
2018-04-04,66,68,1900,0.0,07:17 AM,07:52 PM,66,Sunny
2018-04-04,63,65,2000,0.0,07:17 AM,07:52 PM,64,Patchy rain possible
2018-04-04,61,63,2100,0.0,07:17 AM,07:52 PM,61,Patchy rain possible
2018-04-04,59,61,2200,0.0,07:17 AM,07:52 PM,60,Patchy rain possible
2018-04-04,58,59,2300,0.0,07:17 AM,07:52 PM,59,Partly cloudy
2018-04-05,57,58,0,0.0,07:16 AM,07:53 PM,58,Partly cloudy
2018-04-05,56,57,100,0.0,07:16 AM,07:53 PM,57,Partly cloudy
2018-04-05,55,56,200,0.0,07:16 AM,07:53 PM,56,Patchy rain possible
2018-04-05,54,55,300,0.0,07:16 AM,07:53 PM,55,Patchy rain possible
2018-04-05,54,55,400,0.0,07:16 AM,07:53 PM,54,Patchy rain possible
2018-04-05,53,54,500,0.0,07:16 AM,07:53 PM,54,Partly cloudy
2018-04-05,53,54,600,0.0,07:16 AM,07:53 PM,53,Partly cloudy
2018-04-05,55,56,700,0.0,07:16 AM,07:53 PM,55,Partly cloudy
2018-04-05,58,59,800,0.0,07:16 AM,07:53 PM,58,Patchy rain possible
2018-04-05,60,61,900,0.0,07:16 AM,07:53 PM,60,Patchy rain possible
2018-04-05,63,64,1000,0.0,07:16 AM,07:53 PM,63,Patchy rain possible
2018-04-05,67,68,1100,0.0,07:16 AM,07:53 PM,66,Partly cloudy
2018-04-05,70,71,1200,0.0,07:16 AM,07:53 PM,69,Partly cloudy
2018-04-05,70,71,1300,0.0,07:16 AM,07:53 PM,70,Partly cloudy
2018-04-05,71,72,1400,0.0,07:16 AM,07:53 PM,71,Patchy rain possible
2018-04-05,72,73,1500,0.0,07:16 AM,07:53 PM,71,Patchy rain possible
2018-04-05,70,71,1600,0.0,07:16 AM,07:53 PM,70,Patchy rain possible
2018-04-05,69,70,1700,0.0,07:16 AM,07:53 PM,69,Partly cloudy
2018-04-05,68,68,1800,0.0,07:16 AM,07:53 PM,67,Partly cloudy
2018-04-05,65,66,1900,0.0,07:16 AM,07:53 PM,65,Partly cloudy
2018-04-05,62,63,2000,0.0,07:16 AM,07:53 PM,62,Patchy rain possible
2018-04-05,59,60,2100,0.0,07:16 AM,07:53 PM,60,Patchy rain possible
2018-04-05,57,59,2200,0.0,07:16 AM,07:53 PM,59,Patchy rain possible
2018-04-05,56,58,2300,0.0,07:16 AM,07:53 PM,58,Partly cloudy
2018-04-06,55,57,0,0.0,07:14 AM,07:53 PM,56,Partly cloudy
2018-04-06,54,56,100,0.0,07:14 AM,07:53 PM,56,Partly cloudy
2018-04-06,54,56,200,0.0,07:14 AM,07:53 PM,56,Patchy rain possible
2018-04-06,53,56,300,0.0,07:14 AM,07:53 PM,55,Patchy rain possible
2018-04-06,53,55,400,0.0,07:14 AM,07:53 PM,55,Patchy rain possible
2018-04-06,53,55,500,0.0,07:14 AM,07:53 PM,55,Cloudy
2018-04-06,53,55,600,0.0,07:14 AM,07:53 PM,55,Cloudy
2018-04-06,56,58,700,0.0,07:14 AM,07:53 PM,57,Cloudy
2018-04-06,58,60,800,0.2,07:14 AM,07:53 PM,59,Patchy rain possible
2018-04-06,61,63,900,0.2,07:14 AM,07:53 PM,62,Patchy rain possible
2018-04-06,64,66,1000,0.1,07:14 AM,07:53 PM,65,Patchy rain possible
2018-04-06,67,70,1100,0.0,07:14 AM,07:53 PM,68,Partly cloudy
2018-04-06,70,73,1200,0.0,07:14 AM,07:53 PM,71,Partly cloudy
2018-04-06,74,74,1300,0.0,07:14 AM,07:53 PM,72,Partly cloudy
2018-04-06,75,75,1400,0.0,07:14 AM,07:53 PM,73,Patchy rain possible
2018-04-06,76,76,1500,0.0,07:14 AM,07:53 PM,74,Patchy rain possible
2018-04-06,75,75,1600,0.0,07:14 AM,07:53 PM,73,Patchy rain possible
2018-04-06,72,74,1700,0.0,07:14 AM,07:53 PM,72,Partly cloudy
2018-04-06,71,73,1800,0.0,07:14 AM,07:53 PM,70,Partly cloudy
2018-04-06,68,70,1900,0.0,07:14 AM,07:53 PM,68,Partly cloudy
2018-04-06,65,67,2000,0.0,07:14 AM,07:53 PM,65,Clear
2018-04-06,62,64,2100,0.0,07:14 AM,07:53 PM,62,Clear
2018-04-06,61,62,2200,0.0,07:14 AM,07:53 PM,61,Clear
2018-04-06,59,61,2300,0.0,07:14 AM,07:53 PM,60,Cloudy
2018-04-07,58,59,0,0.0,07:13 AM,07:54 PM,59,Cloudy
2018-04-07,58,58,100,0.0,07:13 AM,07:54 PM,58,Cloudy
2018-04-07,57,58,200,0.0,07:13 AM,07:54 PM,57,Patchy rain possible
2018-04-07,57,58,300,0.0,07:13 AM,07:54 PM,57,Patchy rain possible
2018-04-07,57,58,400,0.0,07:13 AM,07:54 PM,57,Patchy rain possible
2018-04-07,57,58,500,0.0,07:13 AM,07:54 PM,57,Cloudy
2018-04-07,58,58,600,0.0,07:13 AM,07:54 PM,58,Cloudy
2018-04-07,60,60,700,0.0,07:13 AM,07:54 PM,60,Cloudy
2018-04-07,63,63,800,0.0,07:13 AM,07:54 PM,62,Patchy rain possible
2018-04-07,65,65,900,0.0,07:13 AM,07:54 PM,65,Patchy rain possible
2018-04-07,68,69,1000,0.0,07:13 AM,07:54 PM,68,Patchy rain possible
2018-04-07,71,72,1100,0.0,07:13 AM,07:54 PM,71,Partly cloudy
2018-04-07,76,76,1200,0.0,07:13 AM,07:54 PM,74,Partly cloudy
2018-04-07,77,77,1300,0.0,07:13 AM,07:54 PM,75,Partly cloudy
2018-04-07,78,78,1400,0.0,07:13 AM,07:54 PM,76,Patchy rain possible
2018-04-07,78,78,1500,0.0,07:13 AM,07:54 PM,77,Patchy rain possible
2018-04-07,77,77,1600,0.0,07:13 AM,07:54 PM,75,Patchy rain possible
2018-04-07,76,76,1700,0.0,07:13 AM,07:54 PM,74,Partly cloudy
2018-04-07,75,75,1800,0.0,07:13 AM,07:54 PM,73,Partly cloudy
2018-04-07,70,72,1900,0.0,07:13 AM,07:54 PM,70,Partly cloudy
2018-04-07,67,69,2000,0.0,07:13 AM,07:54 PM,67,Patchy rain possible
2018-04-07,65,66,2100,0.0,07:13 AM,07:54 PM,65,Patchy rain possible
2018-04-07,63,65,2200,0.0,07:13 AM,07:54 PM,64,Patchy rain possible
2018-04-07,62,63,2300,0.0,07:13 AM,07:54 PM,63,Partly cloudy
2018-04-08,61,62,0,0.0,07:12 AM,07:54 PM,62,Partly cloudy
2018-04-08,60,61,100,0.0,07:12 AM,07:54 PM,61,Partly cloudy
2018-04-08,59,61,200,0.0,07:12 AM,07:54 PM,60,Patchy rain possible
2018-04-08,59,60,300,0.0,07:12 AM,07:54 PM,60,Patchy rain possible
2018-04-08,58,60,400,0.0,07:12 AM,07:54 PM,60,Patchy rain possible
2018-04-08,58,60,500,0.0,07:12 AM,07:54 PM,59,Partly cloudy
2018-04-08,58,59,600,0.0,07:12 AM,07:54 PM,59,Partly cloudy
2018-04-08,61,62,700,0.0,07:12 AM,07:54 PM,62,Partly cloudy
2018-04-08,64,66,800,0.0,07:12 AM,07:54 PM,64,Patchy rain possible
2018-04-08,66,69,900,0.0,07:12 AM,07:54 PM,67,Patchy rain possible
2018-04-08,69,72,1000,0.0,07:12 AM,07:54 PM,69,Patchy rain possible
2018-04-08,74,74,1100,0.0,07:12 AM,07:54 PM,72,Partly cloudy
2018-04-08,77,77,1200,0.0,07:12 AM,07:54 PM,75,Partly cloudy
2018-04-08,78,78,1300,0.0,07:12 AM,07:54 PM,75,Partly cloudy
2018-04-08,78,78,1400,0.0,07:12 AM,07:54 PM,76,Patchy rain possible
2018-04-08,79,79,1500,0.0,07:12 AM,07:54 PM,77,Patchy rain possible
2018-04-08,78,78,1600,0.0,07:12 AM,07:54 PM,75,Patchy rain possible
2018-04-08,77,77,1700,0.0,07:12 AM,07:54 PM,74,Partly cloudy
2018-04-08,77,77,1800,0.0,07:12 AM,07:54 PM,73,Partly cloudy
2018-04-08,71,74,1900,0.0,07:12 AM,07:54 PM,71,Partly cloudy
2018-04-08,68,70,2000,0.1,07:12 AM,07:54 PM,68,Patchy rain possible
2018-04-08,66,67,2100,0.2,07:12 AM,07:54 PM,66,Patchy rain possible
2018-04-08,65,66,2200,0.1,07:12 AM,07:54 PM,65,Patchy rain possible
2018-04-08,63,64,2300,0.0,07:12 AM,07:54 PM,63,Partly cloudy
2018-04-09,62,63,0,0.0,07:11 AM,07:55 PM,62,Partly cloudy
2018-04-09,62,62,100,0.0,07:11 AM,07:55 PM,62,Partly cloudy
2018-04-09,61,62,200,0.0,07:11 AM,07:55 PM,61,Patchy rain possible
2018-04-09,61,61,300,0.0,07:11 AM,07:55 PM,61,Patchy rain possible
2018-04-09,61,61,400,0.0,07:11 AM,07:55 PM,61,Patchy rain possible
2018-04-09,61,61,500,0.0,07:11 AM,07:55 PM,61,Cloudy
2018-04-09,60,61,600,0.0,07:11 AM,07:55 PM,60,Cloudy
2018-04-09,63,63,700,0.0,07:11 AM,07:55 PM,63,Cloudy
2018-04-09,65,66,800,0.0,07:11 AM,07:55 PM,65,Patchy rain possible
2018-04-09,68,69,900,0.1,07:11 AM,07:55 PM,68,Patchy rain possible
2018-04-09,71,72,1000,0.0,07:11 AM,07:55 PM,71,Patchy rain possible
2018-04-09,76,76,1100,0.0,07:11 AM,07:55 PM,73,Partly cloudy
2018-04-09,79,79,1200,0.0,07:11 AM,07:55 PM,76,Partly cloudy
2018-04-09,80,80,1300,0.0,07:11 AM,07:55 PM,77,Partly cloudy
2018-04-09,80,80,1400,0.1,07:11 AM,07:55 PM,78,Patchy rain possible
2018-04-09,81,81,1500,0.2,07:11 AM,07:55 PM,78,Patchy rain possible
2018-04-09,80,80,1600,0.1,07:11 AM,07:55 PM,77,Patchy rain possible
2018-04-09,79,79,1700,0.0,07:11 AM,07:55 PM,76,Partly cloudy
2018-04-09,78,78,1800,0.0,07:11 AM,07:55 PM,75,Partly cloudy
2018-04-09,75,75,1900,0.0,07:11 AM,07:55 PM,72,Partly cloudy
2018-04-09,70,72,2000,0.1,07:11 AM,07:55 PM,70,Patchy rain possible
2018-04-09,68,70,2100,0.1,07:11 AM,07:55 PM,67,Patchy rain possible
2018-04-09,63,65,2200,0.0,07:11 AM,07:55 PM,63,Patchy rain possible
2018-04-09,59,60,2300,0.0,07:11 AM,07:55 PM,59,Clear
2018-04-10,54,56,0,0.0,07:10 AM,07:56 PM,55,Clear
2018-04-10,53,55,100,0.0,07:10 AM,07:56 PM,55,Clear
2018-04-10,52,54,200,0.0,07:10 AM,07:56 PM,54,Overcast
2018-04-10,51,54,300,0.0,07:10 AM,07:56 PM,54,Overcast
2018-04-10,50,53,400,0.0,07:10 AM,07:56 PM,53,Overcast
2018-04-10,49,52,500,0.0,07:10 AM,07:56 PM,52,Clear
2018-04-10,48,51,600,0.0,07:10 AM,07:56 PM,51,Clear
2018-04-10,52,54,700,0.0,07:10 AM,07:56 PM,54,Clear
2018-04-10,56,57,800,0.0,07:10 AM,07:56 PM,57,Sunny
2018-04-10,60,60,900,0.0,07:10 AM,07:56 PM,60,Sunny
2018-04-10,63,63,1000,0.0,07:10 AM,07:56 PM,63,Sunny
2018-04-10,66,66,1100,0.0,07:10 AM,07:56 PM,66,Sunny
2018-04-10,69,69,1200,0.0,07:10 AM,07:56 PM,69,Sunny
2018-04-10,70,71,1300,0.0,07:10 AM,07:56 PM,70,Sunny
2018-04-10,71,73,1400,0.0,07:10 AM,07:56 PM,71,Sunny
2018-04-10,75,75,1500,0.0,07:10 AM,07:56 PM,72,Sunny
2018-04-10,70,72,1600,0.0,07:10 AM,07:56 PM,70,Sunny
2018-04-10,68,70,1700,0.0,07:10 AM,07:56 PM,68,Sunny
2018-04-10,67,67,1800,0.0,07:10 AM,07:56 PM,67,Sunny
2018-04-10,63,64,1900,0.0,07:10 AM,07:56 PM,63,Sunny
2018-04-10,60,61,2000,0.0,07:10 AM,07:56 PM,60,Clear
2018-04-10,57,58,2100,0.0,07:10 AM,07:56 PM,57,Clear
2018-04-10,57,57,2200,0.0,07:10 AM,07:56 PM,57,Clear
2018-04-10,57,57,2300,0.0,07:10 AM,07:56 PM,56,Clear
2018-04-11,57,57,0,0.0,07:08 AM,07:56 PM,56,Clear
2018-04-11,56,57,100,0.0,07:08 AM,07:56 PM,55,Clear
2018-04-11,56,56,200,0.0,07:08 AM,07:56 PM,54,Clear
2018-04-11,55,56,300,0.0,07:08 AM,07:56 PM,53,Clear
2018-04-11,55,56,400,0.0,07:08 AM,07:56 PM,53,Clear
2018-04-11,55,55,500,0.0,07:08 AM,07:56 PM,52,Clear
2018-04-11,55,55,600,0.0,07:08 AM,07:56 PM,51,Clear
2018-04-11,58,58,700,0.0,07:08 AM,07:56 PM,56,Clear
2018-04-11,61,61,800,0.0,07:08 AM,07:56 PM,60,Sunny
2018-04-11,64,64,900,0.0,07:08 AM,07:56 PM,64,Sunny
2018-04-11,68,69,1000,0.0,07:08 AM,07:56 PM,68,Sunny
2018-04-11,71,73,1100,0.0,07:08 AM,07:56 PM,71,Sunny
2018-04-11,77,77,1200,0.0,07:08 AM,07:56 PM,74,Sunny
2018-04-11,77,77,1300,0.0,07:08 AM,07:56 PM,75,Sunny
2018-04-11,78,78,1400,0.0,07:08 AM,07:56 PM,76,Sunny
2018-04-11,78,78,1500,0.0,07:08 AM,07:56 PM,77,Sunny
2018-04-11,77,77,1600,0.0,07:08 AM,07:56 PM,75,Sunny
2018-04-11,77,77,1700,0.0,07:08 AM,07:56 PM,74,Sunny
2018-04-11,77,77,1800,0.0,07:08 AM,07:56 PM,73,Sunny
2018-04-11,70,73,1900,0.0,07:08 AM,07:56 PM,70,Sunny
2018-04-11,67,69,2000,0.0,07:08 AM,07:56 PM,67,Clear
2018-04-11,65,65,2100,0.0,07:08 AM,07:56 PM,65,Clear
2018-04-11,63,63,2200,0.0,07:08 AM,07:56 PM,63,Clear
2018-04-11,62,62,2300,0.0,07:08 AM,07:56 PM,62,Clear
2018-04-12,60,60,0,0.0,07:07 AM,07:57 PM,60,Clear
2018-04-12,60,60,100,0.0,07:07 AM,07:57 PM,60,Clear
2018-04-12,60,60,200,0.0,07:07 AM,07:57 PM,61,Partly cloudy
2018-04-12,60,60,300,0.0,07:07 AM,07:57 PM,61,Partly cloudy
2018-04-12,61,61,400,0.0,07:07 AM,07:57 PM,61,Partly cloudy
2018-04-12,62,62,500,0.0,07:07 AM,07:57 PM,62,Overcast
2018-04-12,62,62,600,0.0,07:07 AM,07:57 PM,62,Overcast
2018-04-12,63,63,700,0.0,07:07 AM,07:57 PM,63,Overcast
2018-04-12,65,65,800,0.0,07:07 AM,07:57 PM,65,Overcast
2018-04-12,66,66,900,0.0,07:07 AM,07:57 PM,66,Overcast
2018-04-12,68,70,1000,0.0,07:07 AM,07:57 PM,68,Overcast
2018-04-12,71,74,1100,0.0,07:07 AM,07:57 PM,71,Partly cloudy
2018-04-12,78,78,1200,0.0,07:07 AM,07:57 PM,74,Partly cloudy
2018-04-12,80,80,1300,0.0,07:07 AM,07:57 PM,76,Partly cloudy
2018-04-12,82,82,1400,0.0,07:07 AM,07:57 PM,78,Sunny
2018-04-12,83,83,1500,0.0,07:07 AM,07:57 PM,80,Sunny
2018-04-12,82,82,1600,0.0,07:07 AM,07:57 PM,79,Sunny
2018-04-12,81,81,1700,0.0,07:07 AM,07:57 PM,78,Sunny
2018-04-12,80,80,1800,0.0,07:07 AM,07:57 PM,77,Sunny
2018-04-12,76,76,1900,0.0,07:07 AM,07:57 PM,74,Sunny
2018-04-12,73,73,2000,0.0,07:07 AM,07:57 PM,72,Partly cloudy
2018-04-12,69,69,2100,0.0,07:07 AM,07:57 PM,69,Partly cloudy
2018-04-12,70,71,2200,0.0,07:07 AM,07:57 PM,70,Partly cloudy
2018-04-12,70,73,2300,0.0,07:07 AM,07:57 PM,70,Overcast
2018-04-13,70,76,0,0.0,07:06 AM,07:57 PM,70,Overcast
2018-04-13,70,76,100,0.0,07:06 AM,07:57 PM,70,Overcast
2018-04-13,70,76,200,0.1,07:06 AM,07:57 PM,70,Light rain shower
2018-04-13,70,76,300,0.1,07:06 AM,07:57 PM,70,Light rain shower
2018-04-13,70,76,400,0.0,07:06 AM,07:57 PM,70,Light rain shower
2018-04-13,70,76,500,0.0,07:06 AM,07:57 PM,70,Thundery outbreaks possible
2018-04-13,71,76,600,0.0,07:06 AM,07:57 PM,70,Thundery outbreaks possible
2018-04-13,71,76,700,0.0,07:06 AM,07:57 PM,71,Thundery outbreaks possible
2018-04-13,71,76,800,0.0,07:06 AM,07:57 PM,71,Thundery outbreaks possible
2018-04-13,72,76,900,0.0,07:06 AM,07:57 PM,72,Thundery outbreaks possible
2018-04-13,77,77,1000,0.0,07:06 AM,07:57 PM,73,Thundery outbreaks possible
2018-04-13,78,78,1100,0.0,07:06 AM,07:57 PM,75,Thundery outbreaks possible
2018-04-13,80,80,1200,0.0,07:06 AM,07:57 PM,76,Thundery outbreaks possible
2018-04-13,82,82,1300,0.0,07:06 AM,07:57 PM,78,Thundery outbreaks possible
2018-04-13,84,84,1400,0.1,07:06 AM,07:57 PM,80,Patchy light rain with thunder
2018-04-13,86,86,1500,0.2,07:06 AM,07:57 PM,82,Patchy light rain with thunder
2018-04-13,85,85,1600,0.1,07:06 AM,07:57 PM,81,Patchy light rain with thunder
2018-04-13,84,84,1700,0.0,07:06 AM,07:57 PM,80,Thundery outbreaks possible
2018-04-13,83,83,1800,0.0,07:06 AM,07:57 PM,79,Thundery outbreaks possible
2018-04-13,81,81,1900,0.0,07:06 AM,07:57 PM,76,Thundery outbreaks possible
2018-04-13,79,79,2000,1.8,07:06 AM,07:57 PM,74,Moderate or heavy rain shower
2018-04-13,76,76,2100,2.4,07:06 AM,07:57 PM,72,Moderate or heavy rain shower
2018-04-13,67,71,2200,1.2,07:06 AM,07:57 PM,67,Moderate or heavy rain shower
2018-04-13,63,65,2300,0.0,07:06 AM,07:57 PM,63,Partly cloudy
2018-04-14,59,59,0,0.0,07:05 AM,07:58 PM,59,Partly cloudy
2018-04-14,57,58,100,0.0,07:05 AM,07:58 PM,58,Partly cloudy
2018-04-14,55,58,200,0.0,07:05 AM,07:58 PM,58,Clear
2018-04-14,53,57,300,0.0,07:05 AM,07:58 PM,57,Clear
2018-04-14,52,56,400,0.0,07:05 AM,07:58 PM,56,Clear
2018-04-14,51,54,500,0.0,07:05 AM,07:58 PM,54,Clear
2018-04-14,49,53,600,0.0,07:05 AM,07:58 PM,53,Clear
2018-04-14,49,53,700,0.0,07:05 AM,07:58 PM,53,Clear
2018-04-14,49,54,800,0.0,07:05 AM,07:58 PM,54,Partly cloudy
2018-04-14,49,55,900,0.0,07:05 AM,07:58 PM,55,Partly cloudy
2018-04-14,53,57,1000,0.0,07:05 AM,07:58 PM,57,Partly cloudy
2018-04-14,57,59,1100,0.0,07:05 AM,07:58 PM,59,Partly cloudy
2018-04-14,62,62,1200,0.0,07:05 AM,07:58 PM,62,Partly cloudy
2018-04-14,63,63,1300,0.0,07:05 AM,07:58 PM,63,Partly cloudy
2018-04-14,65,65,1400,0.0,07:05 AM,07:58 PM,65,Sunny
2018-04-14,66,66,1500,0.0,07:05 AM,07:58 PM,66,Sunny
2018-04-14,65,65,1600,0.0,07:05 AM,07:58 PM,65,Sunny
2018-04-14,64,64,1700,0.0,07:05 AM,07:58 PM,64,Sunny
2018-04-14,63,63,1800,0.0,07:05 AM,07:58 PM,63,Sunny
2018-04-14,60,60,1900,0.0,07:05 AM,07:58 PM,60,Sunny
2018-04-14,57,58,2000,0.0,07:05 AM,07:58 PM,58,Clear
2018-04-14,53,55,2100,0.0,07:05 AM,07:58 PM,55,Clear
2018-04-14,53,54,2200,0.0,07:05 AM,07:58 PM,54,Clear
2018-04-14,52,53,2300,0.0,07:05 AM,07:58 PM,53,Clear
2018-04-15,51,53,0,0.0,07:04 AM,07:59 PM,52,Clear
2018-04-15,49,52,100,0.0,07:04 AM,07:59 PM,51,Clear
2018-04-15,48,50,200,0.0,07:04 AM,07:59 PM,50,Clear
2018-04-15,46,49,300,0.0,07:04 AM,07:59 PM,49,Clear
